id,A,B,C,D,E,X,Y,Z,steps,timestamp,prev_location,location,usefor
3142,-48,-69,-66,-85,-77,-0.09,4.4,9.37,32964,1536776842,0,0,train
3143,-46,-67,-66,-82,-75,0.17,4.23,8.83,32964,1536776843,0,0,train
3144,-47,-67,-70,-87,-75,-0.27,4.49,8.66,32964,1536776845,0,0,train
3145,-47,-67,-66,-82,-75,0.45,4.22,8.8,32964,1536776846,0,0,train
3146,-49,-65,-68,-86,-76,-0.08,4.02,9.21,32964,1536776849,0,0,train
3147,-49,-66,-75,-88,-77,0.25,3.53,10.48,32964,1536776850,0,0,train
3148,-55,-66,-74,-88,-70,0.58,3.93,8.39,32964,1536776852,0,0,train
3149,-46,-70,-70,-88,-70,0.59,5.01,7.5,32964,1536776855,0,0,train
3150,-53,-71,-75,-92,-70,0.15,3.78,9.71,32964,1536776856,0,0,train
3151,-46,-68,-64,-84,-72,0.5,3.84,9.5,32964,1536776858,0,0,train
3152,-48,-70,-76,-85,-70,0.9,3.13,9.75,32964,1536776859,0,0,train
3153,-64,-70,-70,-81,-76,-0.56,5.21,7.69,32968,1536776868,0,4,train
3154,-64,-67,-74,-90,-76,0.08,6.32,7.2,32968,1536776870,4,4,test
3155,-69,-64,-72,-85,-83,0.98,6.34,7.33,32968,1536776872,4,4,train
3156,-68,-64,-72,-84,-79,0.9,6.69,6.74,32968,1536776874,4,4,train
3157,-70,-66,-72,-83,-82,0.53,6.13,7.96,32968,1536776875,4,4,train
3158,-76,-65,-70,-86,-75,0.13,5.76,8.42,32968,1536776877,4,4,train
3159,-73,-65,-72,-88,-78,0.79,6.25,7.21,32968,1536776878,4,4,train
3160,-67,-66,-69,-90,-79,0.25,6.15,7.57,32968,1536776880,4,4,train
3161,-68,-65,-72,-93,-80,0.15,6.05,8.51,32968,1536776881,4,4,train
3162,-66,-65,-71,-91,-80,0.19,6.02,7.52,32968,1536776883,4,4,train
3163,-65,-66,-71,-90,-78,0.14,6.07,7.9,32968,1536776885,4,4,train
3164,-66,-66,-70,-94,-77,0.23,6.07,7.13,32968,1536776887,4,4,train
3165,-67,-65,-71,-94,-77,0.47,6.12,7.46,32968,1536776888,4,4,train
3166,-68,-66,-74,-93,-80,0.17,6.16,7.41,32968,1536776890,4,4,train
3167,-68,-66,-73,-87,-76,0.96,6.53,7.46,32968,1536776891,4,4,train
3168,-67,-69,-74,-88,-82,0.38,5.93,8.13,32968,1536776893,4,4,train
3169,-67,-67,-76,-90,-80,0.67,5.93,8.05,32969,1536776894,4,4,train
3170,-64,-69,-73,-87,-80,0.53,5.97,7.78,32969,1536776895,4,4,train
3171,-64,-70,-68,-89,-74,0.25,5.95,8.78,32969,1536776897,4,4,train
3172,-61,-70,-67,-85,-84,0.05,6.12,7.89,32969,1536776898,4,4,train
3173,-70,-68,-84,-87,-77,0.59,6.13,6.56,32969,1536776899,4,4,train
3174,-60,-68,-77,-84,-76,0.3,6.23,7.78,32969,1536776901,4,4,test
3175,-60,-67,-68,-84,-77,0.41,6.06,8.32,32969,1536776902,4,4,train
3176,-66,-68,-80,-87,-77,0.16,6.19,7.91,32969,1536776903,4,4,train
3177,-69,-69,-67,-88,-74,0.42,6.25,7.85,32969,1536776905,4,4,train
3178,-64,-70,-67,-84,-74,0.09,6.11,6.86,32969,1536776906,4,4,train
3179,-59,-68,-78,-83,-82,0.32,6.27,6.2,32969,1536776907,4,4,train
3180,-59,-70,-67,-88,-86,0.07,6.21,7.59,32969,1536776908,4,4,train
3181,-59,-68,-82,-82,-73,-0.01,6.21,7.84,32969,1536776910,4,4,train
3182,-60,-70,-77,-93,-72,-0.23,6.33,7.35,32969,1536776912,4,4,train
3183,-59,-70,-68,-86,-75,0.09,6.38,7.66,32969,1536776913,4,4,train
3184,-63,-69,-68,-86,-75,0.41,6.51,6.98,32969,1536776914,4,4,train
3185,-63,-74,-67,-88,-78,0.61,6.66,6.58,32969,1536776915,4,4,train
3186,-61,-70,-78,-86,-67,3.04,5.94,6.53,32969,1536776917,4,4,train
3187,-72,-70,-72,-83,-75,1.27,6.78,7.47,32969,1536776919,4,4,train
3188,-69,-65,-77,-83,-85,0.32,5.02,5.78,32969,1536776920,4,4,train
3189,-67,-67,-73,-88,-80,1.33,5.7,8.14,32969,1536776921,4,4,train
3190,-66,-66,-67,-83,-74,0.2,5.92,7.73,32969,1536776922,4,4,train
3191,-68,-67,-67,-85,-83,0.78,5.76,7.73,32969,1536776923,4,4,train
3192,-67,-74,-68,-79,-80,0.98,6.1,7.47,32969,1536776925,4,4,train
3193,-67,-77,-70,-82,-78,0.84,5.92,8.01,32969,1536776926,4,4,train
3194,-76,-77,-68,-85,-75,0.77,5.93,8.12,32969,1536776927,4,4,test
3195,-71,-74,-67,-84,-78,1.32,5.83,7.52,32969,1536776928,4,4,train
3196,-65,-75,-67,-83,-76,1.54,5.79,7.51,32969,1536776929,4,4,train
3197,-65,-75,-63,-88,-70,0.8,5.1,8.74,32969,1536776931,4,4,train
3198,-66,-64,-76,-88,-71,1.26,5.33,7.36,32969,1536776932,4,4,train
3199,-66,-64,-69,-92,-70,0.49,5.05,8.67,32969,1536776933,4,4,train
3200,-70,-64,-78,-88,-73,0.88,5.11,8.48,32969,1536776934,4,4,train
3201,-68,-66,-79,-87,-75,0.78,5.21,8.38,32969,1536776935,4,4,train
3202,-72,-66,-76,-84,-72,0.62,5.25,8.52,32969,1536776936,4,4,train
3203,-72,-67,-84,-84,-76,0.29,5.37,8.47,32969,1536776937,4,4,train
3204,-57,-78,-63,-82,-87,-1.12,4.97,9.06,32971,1536776942,4,5,train
3205,-62,-70,-64,-82,-79,0.09,3.74,9.14,32971,1536776943,5,5,train
3206,-67,-74,-68,-76,-82,-0.62,4.98,9.08,32971,1536776944,5,5,train
3207,-55,-84,-72,-80,-77,-1.65,4.93,9.04,32971,1536776945,5,5,train
3208,-56,-64,-72,-77,-87,-1.07,4.92,8.23,32971,1536776946,5,5,train
3209,-56,-66,-72,-76,-75,-0.79,4.81,8.6,32971,1536776947,5,5,train
3210,-56,-72,-73,-80,-77,-0.96,4.75,9.45,32971,1536776948,5,5,train
3211,-56,-78,-73,-77,-76,-1.43,4.57,9.51,32971,1536776950,5,5,train
3212,-56,-68,-75,-84,-74,-1.24,4.89,8.62,32971,1536776951,5,5,train
3213,-66,-68,-75,-82,-80,-1.05,4.96,7.51,32972,1536776952,5,5,train
3214,-57,-67,-72,-95,-78,-1.08,4.64,8.33,32972,1536776953,5,5,test
3215,-67,-67,-69,-78,-78,-1.64,4.79,8.45,32972,1536776954,5,5,train
3216,-68,-75,-67,-85,-76,-1.22,4.46,8.41,32972,1536776956,5,5,train
3217,-68,-70,-64,-85,-76,-0.48,4.44,8.36,32972,1536776957,5,5,train
3218,-72,-79,-69,-87,-79,-1.25,4.84,8.67,32972,1536776958,5,5,train
3219,-79,-72,-66,-87,-79,-0.74,4.17,8.92,32972,1536776959,5,5,train
3220,-84,-69,-79,-84,-82,-1.32,4.52,8.4,32972,1536776960,5,5,train
3221,-68,-67,-71,-82,-81,-1,4.65,7.2,32972,1536776962,5,5,train
3222,-68,-80,-70,-83,-81,-1.43,4.31,8.7,32972,1536776963,5,5,train
3223,-68,-72,-67,-83,-77,-1.41,4.46,8.61,32972,1536776964,5,5,train
3224,-68,-71,-73,-82,-77,-0.64,4.69,9,32972,1536776965,5,5,train
3225,-70,-70,-68,-80,-77,-1.07,4.73,8.5,32972,1536776966,5,5,train
3226,-70,-67,-64,-81,-79,-1.04,4.37,9.08,32972,1536776968,5,5,train
3227,-66,-69,-66,-85,-82,-0.01,4.94,8.6,32972,1536776971,5,5,train
3228,-66,-71,-67,-79,-79,-0.34,5.08,7.86,32972,1536776972,5,5,train
3229,-67,-71,-65,-80,-79,0.21,4.69,9.36,32972,1536776973,5,5,train
3230,-67,-70,-71,-81,-79,-0.15,4.91,8.17,32972,1536776975,5,5,train
3231,-70,-67,-67,-85,-87,-0.38,4.6,7.58,32972,1536776976,5,5,train
3232,-68,-77,-66,-84,-82,-0.03,4.81,9.42,32972,1536776977,5,5,train
3233,-66,-72,-65,-83,-84,-0.36,4.55,9.23,32972,1536776979,5,5,train
3234,-66,-68,-65,-86,-77,-0.1,4.72,9.68,32972,1536776980,5,5,test
3235,-70,-68,-65,-83,-83,-0.23,4.66,8.94,32972,1536776981,5,5,train
3236,-70,-70,-74,-83,-87,-0.49,4.78,8.24,32972,1536776982,5,5,train
3237,-70,-74,-65,-80,-86,-0.13,5.2,8.84,32972,1536776983,5,5,train
3238,-73,-68,-70,-80,-85,-0.15,4.54,9.02,32972,1536776984,5,5,train
3239,-75,-74,-64,-81,-76,-0.21,4.89,8.4,32973,1536777005,5,5,train
3240,-66,-67,-63,-85,-85,1.05,4.47,7.97,32973,1536777008,5,5,train
3241,-71,-70,-66,-83,-91,0.24,4.49,8.49,32973,1536777010,5,5,train
3242,-73,-73,-67,-83,-77,-1.17,4.11,8.95,32973,1536777011,5,5,train
3243,-77,-67,-76,-75,-76,0.18,4.52,8.84,32974,1536777018,5,6,train
3244,-66,-74,-73,-78,-82,-0.04,3.95,9.61,32974,1536777020,6,6,train
3245,-69,-66,-67,-78,-82,0.36,3.9,8.86,32974,1536777022,6,6,train
3246,-64,-67,-71,-77,-77,0.05,3.9,8.94,32974,1536777023,6,6,train
3247,-73,-69,-73,-80,-73,-0.26,3.81,8.54,32974,1536777025,6,6,train
3248,-74,-73,-68,-79,-78,-0.14,3.91,7.87,32974,1536777027,6,6,train
3249,-68,-70,-73,-81,-74,-0.4,3.82,8.79,32974,1536777029,6,6,train
3250,-72,-70,-70,-93,-77,0.48,4.17,9.14,32974,1536777031,6,6,train
3251,-77,-61,-63,-85,-79,0.23,4.66,8.38,32976,1536777033,6,6,train
3252,-67,-61,-74,-90,-83,0.42,3.96,8.41,32976,1536777034,6,6,train
3253,-67,-61,-59,-89,-73,0.08,3.72,8.93,32976,1536777036,6,6,train
3254,-67,-60,-59,-88,-75,0.65,3.71,10.06,32976,1536777038,6,6,test
3255,-81,-60,-64,-86,-72,0.13,3.43,9.06,32976,1536777040,6,6,train
3256,-74,-67,-59,-78,-75,0.17,3.57,9.79,32976,1536777042,6,6,train
3257,-66,-61,-70,-78,-85,-0.09,3.4,8.82,32976,1536777044,6,6,train
3258,-82,-61,-64,-85,-91,0.02,3.47,10.18,32976,1536777045,6,6,train
3259,-73,-60,-63,-90,-85,0.06,3.54,9.86,32976,1536777047,6,6,train
3260,-82,-61,-59,-78,-74,0.3,3.68,9.51,32976,1536777049,6,6,train
3261,-66,-61,-58,-87,-97,0.16,3.67,9.39,32976,1536777051,6,6,train
3262,-73,-69,-73,-86,-74,-0.07,3.64,8.69,32976,1536777053,6,6,train
3263,-66,-61,-73,-87,-84,-0.26,3.63,8.45,32976,1536777054,6,6,train
3264,-66,-68,-64,-84,-89,-0.46,3.61,8.68,32976,1536777056,6,6,train
3265,-83,-59,-64,-86,-90,-0.16,3.37,9.27,32976,1536777057,6,6,train
3266,-72,-68,-64,-85,-75,0.98,3.59,9.68,32976,1536777059,6,6,train
3267,-72,-68,-59,-79,-84,0.34,3.62,9.72,32976,1536777061,6,6,train
3268,-72,-61,-60,-78,-76,0.44,3.82,9.38,32976,1536777063,6,6,train
3269,-80,-61,-59,-81,-77,0.13,4.11,9.31,32976,1536777065,6,6,train
3270,-75,-67,-58,-80,-85,0.17,4.01,8.82,32976,1536777067,6,6,train
3271,-79,-61,-58,-80,-81,0.14,3.82,9.32,32976,1536777069,6,6,train
3272,-72,-61,-58,-78,-77,0.35,3.99,9.25,32976,1536777071,6,6,train
3273,-78,-63,-69,-78,-76,0.25,3.76,9.25,32976,1536777072,6,6,train
3274,-79,-62,-71,-81,-78,-0.07,3.92,9.26,32976,1536777074,6,6,test
3275,-78,-63,-68,-82,-76,0.24,3.85,9.33,32976,1536777076,6,6,train
3276,-77,-63,-63,-79,-75,-0.02,3.74,9.29,32976,1536777077,6,6,train
3277,-70,-69,-69,-81,-81,0.2,3.85,9.28,32976,1536777079,6,6,train
3278,-74,-64,-70,-79,-86,-0.12,3.89,9.17,32976,1536777081,6,6,train
3279,-73,-64,-69,-79,-75,0.2,3.89,9.51,32976,1536777082,6,6,train
3280,-79,-68,-59,-79,-82,0.14,3.77,9.21,32976,1536777084,6,6,train
3281,-73,-61,-68,-78,-81,-0.01,3.79,9.23,32976,1536777085,6,6,train
3282,-71,-66,-59,-79,-83,-0.4,3.83,8.55,32976,1536777088,6,6,train
3283,-70,-66,-59,-81,-82,-0.04,3.7,9.13,32976,1536777090,6,6,train
3284,-72,-66,-63,-81,-76,0.1,3.93,8.92,32976,1536777092,6,6,train
3285,-76,-70,-59,-78,-81,0.22,3.84,9.13,32976,1536777094,6,6,train
3286,-75,-70,-70,-79,-76,0.04,3.84,9.13,32976,1536777095,6,6,train
3287,-70,-64,-63,-81,-87,0.13,3.81,8.93,32976,1536777097,6,6,train
3288,-70,-66,-61,-80,-81,0.11,3.98,8.69,32976,1536777099,6,6,train
3289,-76,-64,-73,-77,-77,-0.62,3.64,9.69,32976,1536777101,6,6,train
3290,-74,-83,-70,-75,-82,-0.49,3.95,7.79,32976,1536777102,6,6,train
3291,-64,-73,-65,-87,-84,-0.43,3,9.43,32976,1536777104,6,6,train
3292,-71,-76,-59,-87,-83,-0.29,3.38,8.58,32976,1536777105,6,6,train
3293,-72,-67,-70,-82,-84,-0.53,3.26,9.07,32976,1536777107,6,6,train
3294,-72,-75,-72,-78,-76,-0.28,3.07,9.28,32976,1536777109,6,6,test
3295,-70,-75,-59,-78,-87,-0.43,3.27,9.05,32976,1536777110,6,6,train
3296,-64,-76,-65,-81,-84,-0.36,3.34,9.49,32976,1536777111,6,6,train
3297,-66,-75,-72,-82,-86,-0.42,3.16,8.92,32976,1536777113,6,6,train
3298,-70,-76,-65,-81,-87,-0.51,3.19,9.3,32976,1536777114,6,6,train
3299,-71,-83,-59,-77,-81,-0.47,3.2,9.32,32976,1536777115,6,6,train
3300,-73,-75,-71,-87,-84,-0.5,3.26,9.23,32976,1536777117,6,6,train
3301,-64,-71,-75,-80,-90,-0.38,3,9.28,32976,1536777119,6,6,train
3302,-64,-77,-65,-84,-91,-0.77,3.02,9.5,32976,1536777120,6,6,train
3303,-65,-77,-66,-79,-77,-0.65,3.19,8.45,32976,1536777122,6,6,train
3304,-70,-76,-67,-80,-80,-0.84,3.2,8.47,32976,1536777124,6,6,train
3305,-70,-76,-71,-80,-76,-1.07,3.06,8.54,32976,1536777126,6,6,train
3306,-71,-75,-60,-80,-85,-0.77,3.17,8.55,32976,1536777127,6,6,train
3307,-70,-80,-60,-80,-75,-0.52,3.13,9.67,32976,1536777128,6,6,train
3308,-71,-77,-60,-80,-75,-0.47,3.09,9.29,32976,1536777129,6,6,train
3309,-66,-75,-60,-82,-92,-0.63,3.08,8.99,32976,1536777131,6,6,train
3310,-66,-84,-73,-79,-82,-0.58,3,9.25,32976,1536777132,6,6,train
3311,-66,-76,-73,-82,-86,-0.43,3.06,9.72,32976,1536777133,6,6,train
3312,-66,-73,-64,-82,-85,-0.92,2.98,9.48,32976,1536777134,6,6,train
3313,-66,-75,-61,-78,-82,-0.74,2.94,9.57,32976,1536777135,6,6,train
3314,-66,-74,-60,-78,-74,-0.67,2.96,9.39,32976,1536777137,6,6,test
3315,-66,-70,-66,-78,-82,-0.83,2.97,9.31,32976,1536777138,6,6,train
3316,-71,-70,-65,-80,-75,-0.79,2.89,9.97,32976,1536777139,6,6,train
3317,-71,-77,-60,-79,-93,-0.71,3.05,9.48,32976,1536777141,6,6,train
3318,-70,-91,-72,-82,-84,-0.83,3.03,9.37,32976,1536777142,6,6,train
3319,-72,-72,-69,-78,-82,-0.52,3.2,9.2,32976,1536777143,6,6,train
3320,-78,-73,-67,-82,-81,-1.23,3.57,8.88,32976,1536777145,6,6,train
3321,-78,-72,-70,-86,-87,-0.77,3.21,8.53,32976,1536777146,6,6,train
3322,-80,-77,-61,-81,-76,-0.52,3.38,9.46,32976,1536777147,6,6,train
3323,-74,-78,-76,-80,-77,-0.36,3.44,9.52,32976,1536777149,6,6,train
3324,-75,-63,-66,-86,-82,-0.34,3.54,9.37,32976,1536777151,6,6,train
3325,-71,-68,-67,-77,-76,-0.85,3.37,8.54,32976,1536777153,6,6,train
3326,-70,-74,-66,-78,-82,-0.64,3.26,9.35,32976,1536777154,6,6,train
3327,-73,-64,-68,-82,-76,-0.68,3.36,9.57,32976,1536777156,6,6,train
3328,-74,-74,-70,-80,-75,-0.57,3.38,9.31,32976,1536777157,6,6,train
3329,-68,-70,-62,-78,-76,-0.48,4.13,8.35,32976,1536777158,6,6,train
3330,-66,-69,-64,-82,-72,-0.3,3.78,9.27,32976,1536777160,6,6,train
3331,-71,-67,-62,-80,-78,-0.42,3.5,9.02,32976,1536777161,6,6,train
3332,-71,-67,-62,-77,-76,-0.45,3.39,9.42,32976,1536777163,6,6,train
3333,-73,-68,-63,-88,-79,-0.48,3.62,9.06,32976,1536777164,6,6,train
3334,-68,-70,-63,-78,-78,-0.48,3.49,8.86,32976,1536777165,6,6,test
3335,-74,-68,-58,-91,-82,-0.53,3.47,9.64,32976,1536777166,6,6,train
3336,-67,-68,-63,-91,-82,-0.55,3.43,9.12,32976,1536777168,6,6,train
3337,-66,-68,-58,-89,-84,-0.49,3.45,9.31,32976,1536777169,6,6,train
3338,-70,-67,-57,-84,-73,-0.57,3.48,9.01,32976,1536777170,6,6,train
3339,-66,-67,-62,-81,-79,-0.59,3.33,9.28,32976,1536777171,6,6,train
3340,-70,-68,-63,-76,-80,-0.54,3.32,9.43,32976,1536777173,6,6,train
3341,-73,-68,-63,-77,-78,-0.67,3.4,8.9,32976,1536777174,6,6,train
3342,-66,-71,-58,-77,-78,-0.7,3.42,9.67,32976,1536777175,6,6,train
3343,-64,-70,-63,-77,-80,-0.53,3.32,9.48,32976,1536777177,6,6,train
3344,-70,-70,-64,-77,-80,-0.63,3.45,9.24,32976,1536777178,6,6,train
3345,-71,-72,-64,-76,-77,-0.47,3.5,9.14,32976,1536777179,6,6,train
3346,-69,-70,-58,-81,-82,-0.73,3.35,9.45,32976,1536777180,6,6,train
3347,-70,-73,-59,-89,-73,-0.57,3.47,9.35,32976,1536777181,6,6,train
3348,-67,-73,-63,-81,-73,-0.85,3.46,9.12,32976,1536777182,6,6,train
3349,-67,-57,-65,-75,-79,0.56,3.47,9.39,32977,1536777188,6,7,train
3350,-70,-57,-68,-83,-79,-0.04,3.91,8.19,32977,1536777190,7,7,train
3351,-70,-56,-72,-81,-77,0.48,3.52,8.7,32977,1536777192,7,7,train
3352,-84,-55,-62,-84,-85,0.39,3.2,9.43,32977,1536777194,7,7,train
3353,-80,-56,-60,-82,-76,0.26,3.3,8.87,32977,1536777196,7,7,train
3354,-80,-58,-60,-82,-85,0.22,3.34,9.48,32977,1536777197,7,7,test
3355,-73,-55,-63,-80,-88,0.33,3.57,8.76,32977,1536777198,7,7,train
3356,-75,-56,-61,-80,-93,0.18,3.3,10.15,32977,1536777199,7,7,train
3357,-83,-56,-61,-84,-76,2.63,4.33,6.86,32977,1536777201,7,7,train
3358,-78,-56,-64,-74,-97,2.44,4.75,8.38,32977,1536777203,7,7,train
3359,-75,-56,-72,-72,-80,0.46,5.06,9.17,32977,1536777204,7,7,train
3360,-74,-55,-73,-78,-78,1.25,4.56,9.27,32977,1536777206,7,7,train
3361,-82,-56,-72,-79,-87,0.31,4.92,8.72,32977,1536777207,7,7,train
3362,-82,-62,-67,-72,-82,1.05,4.72,8.72,32977,1536777208,7,7,train
3363,-72,-56,-75,-78,-76,0.91,4.52,9.37,32977,1536777209,7,7,train
3364,-82,-56,-72,-72,-77,1.2,4.54,9.1,32977,1536777211,7,7,train
3365,-70,-60,-83,-72,-85,1.09,4.63,8.59,32977,1536777212,7,7,train
3366,-71,-56,-72,-71,-77,1.04,4.49,8.22,32977,1536777213,7,7,train
3367,-74,-61,-74,-72,-77,1.28,4.79,8.38,32977,1536777214,7,7,train
3368,-71,-57,-73,-71,-77,1.77,4.63,8.2,32977,1536777215,7,7,train
3369,-73,-54,-76,-75,-83,1.34,4.51,8.76,32977,1536777218,7,7,train
3370,-73,-59,-73,-80,-81,0.64,4.04,9.6,32977,1536777219,7,7,train
3371,-68,-58,-70,-77,-80,1.87,3.8,8.23,32977,1536777221,7,7,train
3372,-71,-58,-66,-81,-83,0.82,4.11,9.52,32977,1536777222,7,7,train
3373,-72,-57,-64,-76,-81,1.38,4.48,7.44,32977,1536777224,7,7,train
3374,-71,-56,-70,-76,-88,1.15,4.38,9.11,32977,1536777225,7,7,test
3375,-67,-58,-66,-77,-83,2.34,4.48,8.71,32977,1536777228,7,7,train
3376,-68,-59,-67,-73,-85,1.53,5.17,8.26,32977,1536777230,7,7,train
3377,-67,-55,-70,-78,-82,1.67,5,8.24,32977,1536777231,7,7,train
3378,-74,-55,-70,-77,-79,-0.02,4.08,8.81,32977,1536777233,7,7,train
3379,-78,-53,-61,-78,-83,0.78,3.95,8.11,32977,1536777234,7,7,train
3380,-77,-61,-61,-80,-76,0.29,4.09,9.03,32977,1536777237,7,7,train
3381,-77,-54,-68,-78,-79,0.34,4.28,7.72,32977,1536777238,7,7,train
3382,-80,-55,-63,-78,-78,-0.02,4.3,8.83,32977,1536777240,7,7,train
3383,-82,-61,-69,-76,-81,-0.23,4.12,8.2,32977,1536777241,7,7,train
3384,-93,-56,-62,-76,-80,-0.12,3.42,9.71,32977,1536777243,7,7,train
3385,-74,-58,-69,-82,-79,-0.05,3.75,8.44,32977,1536777245,7,7,train
3386,-77,-59,-64,-76,-80,-0.22,3.87,7.96,32977,1536777246,7,7,train
3387,-87,-59,-70,-74,-80,-0.32,4.06,9.05,32977,1536777248,7,7,train
3388,-84,-55,-66,-76,-79,1.05,4.05,9.06,32977,1536777251,7,7,train
3389,-78,-67,-77,-74,-78,-0.41,3.14,9.51,32977,1536777253,7,7,train
3390,-84,-62,-77,-74,-78,0.4,3.29,9.41,32977,1536777254,7,7,train
3391,-74,-59,-74,-74,-82,0.08,3.01,9.73,32977,1536777256,7,7,train
3392,-80,-60,-67,-83,-78,-0.11,3.49,8.41,32977,1536777257,7,7,train
3393,-80,-59,-68,-74,-80,0.17,3.56,8.29,32977,1536777258,7,7,train
3394,-78,-61,-70,-83,-77,0.01,3.23,9.13,32977,1536777260,7,7,test
3395,-74,-58,-72,-74,-77,0.03,3.37,8.75,32977,1536777261,7,7,train
3396,-88,-59,-76,-74,-77,0,3.37,9.67,32977,1536777263,7,7,train
3397,-76,-59,-77,-73,-79,0.35,3.41,9.18,32977,1536777264,7,7,train
3398,-91,-58,-74,-74,-79,0.55,3.41,9.56,32977,1536777266,7,7,train
3399,-91,-61,-69,-76,-78,0.45,3.22,10.32,32977,1536777267,7,7,train
3400,-81,-59,-70,-74,-80,0.59,3.35,9.54,32977,1536777269,7,7,train
3401,-75,-56,-79,-82,-77,0.02,3.67,9.99,32977,1536777270,7,7,train
3402,-72,-53,-63,-79,-80,0.04,2.08,9.23,32977,1536777271,7,7,train
3403,-83,-60,-68,-74,-85,0.42,3.84,9.35,32977,1536777272,7,7,train
3404,-71,-66,-64,-74,-95,-0.08,3.52,8.87,32977,1536777273,7,7,train
3405,-70,-66,-63,-77,-93,-0.35,2.73,10.55,32977,1536777275,7,7,train
3406,-70,-66,-72,-83,-80,-0.88,3.12,8.99,32977,1536777277,7,7,train
3407,-74,-70,-63,-84,-75,-0.24,3.39,9.11,32977,1536777281,7,7,train
3408,-73,-60,-62,-76,-76,-0.76,3.45,9.86,32977,1536777282,7,7,train
3409,-71,-65,-65,-76,-76,-0.8,3.03,8.73,32977,1536777283,7,7,train
3410,-76,-62,-70,-78,-84,-0.62,2.74,9.68,32977,1536777284,7,7,train
3411,-77,-61,-72,-78,-83,0.04,3.25,9.47,32977,1536777285,7,7,train
3412,-69,-69,-61,-78,-79,-0.8,2.95,9.51,32977,1536777289,7,7,train
3413,-72,-62,-62,-77,-77,-0.53,3.06,8.67,32977,1536777290,7,7,train
3414,-75,-60,-60,-76,-76,-0.59,3.12,9.78,32977,1536777292,7,7,test
3415,-69,-63,-63,-78,-82,-0.99,2.83,8.81,32977,1536777293,7,7,train
3416,-72,-66,-65,-80,-75,-0.69,2.98,8.99,32977,1536777294,7,7,train
3417,-78,-66,-64,-80,-83,-0.98,2.89,8.77,32977,1536777296,7,7,train
3418,-73,-64,-68,-80,-93,-0.88,2.93,9.43,32977,1536777297,7,7,train
3419,-72,-70,-61,-80,-93,-0.47,2.98,9.72,32977,1536777299,7,7,train
3420,-80,-64,-64,-75,-77,-0.86,2.8,9.88,32977,1536777300,7,7,train
3421,-72,-60,-70,-79,-98,-0.27,3.15,9.62,32977,1536777302,7,7,train
3422,-72,-64,-63,-79,-90,-0.6,3.05,9.4,32977,1536777303,7,7,train
3423,-73,-64,-64,-75,-82,-0.29,3.24,9.29,32977,1536777304,7,7,train
3424,-72,-58,-70,-75,-82,-0.57,3.24,8.84,32977,1536777305,7,7,train
3425,-77,-58,-75,-79,-86,-0.83,3.27,8.54,32977,1536777307,7,7,train
3426,-76,-58,-62,-78,-86,-0.59,3.27,9.16,32977,1536777308,7,7,train
3427,-79,-58,-61,-78,-86,-0.38,3.31,9.26,32977,1536777309,7,7,train
3428,-79,-59,-75,-78,-78,-0.39,3.28,9.15,32977,1536777311,7,7,train
3429,-77,-60,-75,-83,-78,-0.51,3.28,8.91,32977,1536777312,7,7,train
3430,-83,-58,-60,-82,-82,-0.52,3.14,9.26,32977,1536777313,7,7,train
3431,-77,-55,-76,-82,-79,-0.55,3.45,8.62,32977,1536777314,7,7,train
3432,-77,-58,-76,-87,-79,-0.26,3.19,9.94,32977,1536777315,7,7,train
3433,-82,-57,-62,-78,-78,-0.47,3.3,10.06,32977,1536777316,7,7,train
3434,-77,-57,-62,-78,-80,-0.35,3.37,8.13,32977,1536777318,7,7,test
3435,-87,-58,-61,-78,-84,-0.34,3.19,9.35,32977,1536777319,7,7,train
3436,-86,-54,-61,-86,-84,-0.17,3.31,8.81,32977,1536777320,7,7,train
3437,-75,-59,-72,-83,-77,-0.22,3.4,9.22,32977,1536777321,7,7,train
3438,-81,-58,-61,-78,-77,-0.15,3.31,9.44,32977,1536777322,7,7,train
3439,-82,-59,-59,-80,-77,0.05,3.36,9.68,32977,1536777324,7,7,train
3440,-82,-55,-61,-83,-86,-0.15,3.25,8.95,32977,1536777325,7,7,train
3441,-85,-58,-71,-77,-79,-0.16,3.11,9.78,32977,1536777326,7,7,train
3442,-77,-58,-72,-77,-84,-0.46,3.16,8.82,32977,1536777327,7,7,train
3443,-80,-55,-72,-82,-85,-0.24,3.23,9.46,32977,1536777329,7,7,train
3444,-76,-55,-62,-78,-76,-0.23,3.32,9,32977,1536777330,7,7,train
3445,-75,-58,-62,-80,-80,-0.46,3.28,9.19,32977,1536777331,7,7,train
3446,-75,-59,-60,-76,-80,-0.41,3.32,8.78,32977,1536777332,7,7,train
3447,-75,-57,-62,-77,-80,-0.12,3.29,9.49,32977,1536777333,7,7,train
3448,-76,-54,-74,-79,-81,-0.12,2.98,9.68,32977,1536777335,7,7,train
3449,-78,-60,-62,-79,-88,-0.52,2.93,9.02,32977,1536777336,7,7,train
3450,-78,-61,-66,-80,-77,-0.24,3.2,9.47,32977,1536777338,7,7,train
3451,-76,-58,-61,-77,-77,-0.39,2.71,9.62,32977,1536777339,7,7,train
3452,-72,-71,-65,-79,-79,-0.93,4.91,7.88,32977,1536777341,7,7,train
3453,-71,-56,-63,-79,-93,-0.65,3.61,8.29,32977,1536777342,7,7,train
3454,-69,-56,-67,-79,-93,-0.45,3.91,9.13,32977,1536777343,7,7,test
