id,A,B,C,D,E,X,Y,Z,steps,timestamp,prev_location,location,usefor
1320,-83,-62,-78,-71,-74,-0.4,5.61,8.37,26150,1536251941,10,10,train
1321,-76,-59,-81,-74,-68,-1.09,4.73,8.57,26150,1536251946,10,10,train
1322,-77,-60,-78,-63,-63,0.61,3.74,9.72,26150,1536251954,10,10,train
1323,-76,-72,-79,-64,-65,-1.2,4.87,8.93,26150,1536251956,10,10,train
1324,-76,-72,-79,-75,-65,0.19,5.23,9.21,26150,1536251956,10,10,train
1325,-75,-72,-73,-79,-56,-1.83,4.99,8.61,26150,1536251958,10,9,train
1326,-74,-67,-73,-80,-63,-0.73,4.97,9.29,26150,1536251958,9,9,train
1327,-75,-76,-73,-80,-63,-0.93,5.59,8.3,26150,1536251960,9,9,train
1328,-74,-82,-73,-72,-63,-1.32,5.07,9.23,26150,1536251961,9,9,train
1329,-70,-68,-73,-90,-63,-0.16,5.19,7.24,26150,1536251962,9,9,test
1330,-71,-72,-79,-72,-61,-2.12,4.94,7.41,26150,1536251963,9,9,train
1331,-75,-61,-73,-67,-81,-0.72,6.49,8.44,26150,1536251964,9,10,train
1332,-76,-61,-73,-67,-70,-1.83,5.03,9.72,26150,1536251965,10,10,train
1333,-85,-60,-76,-76,-70,-0.81,2.91,10.16,26150,1536251966,10,10,train
1334,-77,-68,-76,-67,-68,0.42,4.1,8.83,26150,1536251967,10,10,train
1335,-74,-68,-76,-67,-79,-0.59,3.19,9.27,26150,1536251968,10,10,train
1336,-70,-64,-74,-66,-79,0.94,2.61,8.71,26150,1536251969,10,10,train
1337,-82,-86,-82,-62,-74,1.57,3.65,8.36,26150,1536251970,10,11,train
1338,-88,-86,-76,-73,-81,0.08,2.55,8.68,26150,1536251971,11,11,train
1339,-89,-74,-78,-68,-81,2.18,2.38,9.55,26150,1536251973,11,11,train
1340,-86,-74,-82,-64,-60,0.95,2.31,8.85,26150,1536251975,11,11,train
1341,-82,-77,-81,-75,-65,-0.19,2.3,8.55,26150,1536251976,11,11,train
1342,-82,-74,-82,-93,-60,-0.59,3.28,8.98,26150,1536251978,11,11,train
1343,-82,-64,-73,-74,-57,2.27,4.5,9.53,26150,1536251979,11,11,train
1344,-79,-81,-85,-76,-60,2.5,4.34,8.53,26150,1536251981,11,11,train
1345,-83,-75,-81,-73,-62,1.42,7.96,6.76,26150,1536251983,11,11,train
1346,-75,-89,-81,-64,-62,-0.72,8.06,6.55,26150,1536251984,11,11,train
1347,-81,-70,-81,-68,-62,-1.51,7.25,7.55,26150,1536251986,11,11,train
1349,-77,-70,-77,-58,-69,-0.5,2.83,7.89,26150,1536251988,11,15,train
1350,-81,-69,-88,-64,-69,0.14,3.93,7.67,26150,1536251989,15,15,test
1351,-80,-77,-89,-60,-70,0.28,4,7.87,26150,1536251991,15,15,train
1352,-80,-72,-82,-83,-64,-0.25,2.04,9.42,26150,1536251991,15,15,train
1353,-80,-79,-82,-68,-76,0.38,2.92,9.67,26150,1536251992,15,15,train
1354,-83,-72,-97,-68,-66,0.91,3.03,9.86,26150,1536251993,15,15,train
1355,-82,-74,-97,-65,-70,1.94,3.08,9.26,26150,1536251994,15,15,train
1356,-82,-73,-81,-72,-66,1.77,2.94,9.48,26150,1536251996,15,14,train
1357,-81,-71,-84,-71,-64,1.24,2.73,9.5,26150,1536251997,14,14,train
1358,-88,-71,-76,-75,-62,1.06,3.56,9.24,26150,1536251998,14,14,train
1359,-85,-73,-77,-73,-72,-1.25,4.15,9.23,26150,1536251999,14,14,train
1360,-77,-73,-80,-77,-75,-0.03,3.55,8.28,26150,1536251999,14,14,train
1361,-74,-76,-81,-95,-67,0.6,3.31,9.24,26150,1536252000,14,14,train
1362,-74,-76,-81,-71,-61,-0.28,3.79,8.93,26150,1536252001,14,14,train
1363,-78,-67,-89,-84,-61,0.13,3.12,10.56,26150,1536252002,14,14,train
1364,-79,-76,-89,-70,-65,1.36,3.62,9.61,26150,1536252003,14,14,train
1365,-79,-76,-74,-82,-65,-3.54,4.61,9.64,26150,1536252004,14,13,train
1366,-77,-74,-73,-82,-70,-2.13,2.05,9.35,26150,1536252005,13,13,train
1367,-75,-72,-76,-79,-68,-1.63,3.24,9.48,26150,1536252006,13,13,train
1368,-75,-74,-79,-66,-90,-1.22,3.02,8.48,26150,1536252007,13,13,train
1369,-75,-69,-79,-68,-79,-0.27,2.87,9.71,26150,1536252008,13,13,train
1370,-80,-72,-79,-68,-70,-0.07,2.76,10.48,26150,1536252009,13,13,test
1371,-80,-77,-82,-81,-72,-0.34,3.17,8.8,26150,1536252010,13,13,train
1372,-75,-70,-77,-75,-67,1.49,4.22,7.97,26150,1536252011,13,13,train
1373,-77,-72,-73,-68,-73,-1.76,5.1,9.29,26150,1536252012,13,13,train
1374,-84,-75,-73,-76,-65,-0.82,3.62,8.7,26150,1536252013,13,13,train
1375,-76,-70,-79,-72,-60,1.3,3.84,9.32,26150,1536252014,13,13,train
1376,-83,-88,-83,-94,-63,-0.87,4.11,6.05,26150,1536252015,13,9,train
1377,-75,-73,-77,-70,-63,0.3,4.24,7.5,26150,1536252016,9,9,train
1378,-73,-65,-77,-71,-70,0.55,4.99,7.77,26150,1536252017,9,9,train
1379,-71,-74,-83,-70,-68,-1.1,3.92,9.82,26150,1536252019,9,9,train
1380,-81,-67,-82,-94,-71,-0.54,4.13,8.4,26150,1536252021,9,9,train
1381,-68,-73,-82,-75,-66,-1.6,3.73,9.26,26150,1536252022,9,9,train
1382,-73,-73,-86,-75,-66,0.87,3.08,8.67,26150,1536252023,9,9,train
1383,-73,-76,-86,-75,-58,-0.27,3.76,9.82,26150,1536252023,9,9,train
1384,-73,-80,-87,-80,-70,-3.02,3.51,7.05,26150,1536252024,9,8,train
1385,-70,-77,-87,-76,-70,1.39,4.05,9.69,26150,1536252025,8,8,train
1386,-76,-77,-94,-76,-72,-1.72,4.19,8.55,26150,1536252026,8,8,train
1387,-64,-73,-72,-76,-61,1.61,3.92,10.09,26150,1536252027,8,8,train
1388,-63,-78,-72,-73,-62,-0.29,4.3,9.24,26150,1536252028,8,8,train
1389,-76,-84,-73,-75,-68,-1.45,4.12,9.6,26150,1536252029,8,8,train
1390,-76,-84,-83,-80,-64,-1.82,3.99,8.15,26150,1536252030,8,8,test
1391,-78,-74,-75,-69,-63,-1.98,3.86,8.27,26150,1536252031,8,8,train
1392,-83,-84,-79,-77,-68,-0.73,3.34,9.04,26150,1536252032,8,8,train
1393,-81,-72,-77,-97,-61,-2.53,3.29,9.03,26150,1536252033,8,8,train
1394,-85,-72,-77,-73,-52,1,2.09,8.65,26150,1536252034,8,12,train
1395,-77,-72,-78,-82,-62,0.51,3.29,8.87,26150,1536252035,12,12,train
1396,-83,-72,-91,-76,-58,-1.59,1.75,10.43,26150,1536252036,12,12,train
1397,-79,-70,-87,-82,-52,0.05,2.24,9.36,26150,1536252037,12,12,train
1398,-76,-66,-87,-72,-50,-0.99,2.1,10.35,26150,1536252038,12,12,train
1399,-76,-77,-80,-76,-50,-0.57,3.77,9.27,26150,1536252039,12,12,train
1400,-88,-70,-92,-73,-50,0.65,3.13,9.68,26150,1536252040,12,12,train
1401,-88,-71,-75,-83,-56,0.15,5.13,9.47,26150,1536252041,12,12,train
1402,-86,-77,-90,-79,-58,0.26,6.14,6.77,26150,1536252043,12,12,train
1403,-82,-88,-82,-85,-58,0.61,5.87,7.87,26150,1536252044,12,12,train
1404,-77,-68,-82,-79,-58,0.16,6.14,6.44,26150,1536252045,12,12,train
1405,-79,-73,-92,-73,-58,-0.64,6.57,7.1,26150,1536252046,12,12,train
1406,-79,-77,-92,-75,-58,1.59,5.55,8.3,26150,1536252047,12,12,train
1407,-77,-76,-96,-78,-63,-1.43,5.78,8.72,26150,1536252048,12,12,train
1408,-79,-80,-92,-81,-66,-0.35,5.57,7.72,26150,1536252049,12,12,train
1409,-78,-90,-81,-76,-62,0.14,5.59,7.05,26150,1536252051,12,12,train
1410,-78,-72,-89,-78,-62,-0.43,6.01,9.7,26150,1536252052,12,12,test
1411,-68,-79,-75,-82,-68,1.13,4.74,8.46,26150,1536252053,12,12,train
1412,-72,-77,-80,-82,-62,-0.89,6.02,8.06,26150,1536252055,12,12,train
1413,-72,-82,-78,-82,-62,1.17,3.96,7.46,26150,1536252055,12,8,train
1414,-68,-79,-77,-78,-56,0.81,4.46,8.48,26150,1536252056,8,8,train
1415,-67,-75,-73,-82,-63,-0.6,3.9,9.9,26150,1536252057,8,8,train
1416,-66,-75,-80,-76,-67,-1.07,4.61,9.17,26150,1536252058,8,8,train
1417,-65,-81,-76,-73,-69,-1.83,4.08,9.35,26150,1536252059,8,8,train
1418,-75,-77,-80,-75,-75,0.39,4.05,8.51,26150,1536252061,8,8,train
1419,-71,-77,-85,-77,-63,-1.89,3.55,7.47,26150,1536252062,8,8,train
1420,-71,-82,-74,-77,-65,-1.24,4.29,7.59,26150,1536252062,8,8,train
1421,-76,-82,-74,-77,-63,-1.1,3.92,7.95,26150,1536252063,8,8,train
1422,-66,-82,-74,-83,-63,-1.36,3.43,8.6,26150,1536252063,8,8,train
1423,-66,-71,-69,-92,-76,0.86,3.57,9.72,26150,1536252064,8,8,train
1424,-80,-78,-68,-84,-81,-0.42,3.27,6.46,26150,1536252065,8,4,train
1425,-64,-73,-71,-84,-72,-1.06,3.42,10.41,26150,1536252066,4,4,train
1426,-64,-69,-81,-88,-76,-1.28,3.67,7.13,26150,1536252068,4,4,train
1427,-74,-69,-81,-88,-83,0.04,3.86,9.56,26150,1536252069,4,4,train
1428,-55,-67,-72,-85,-77,0.06,4.27,8.37,26150,1536252085,4,4,train
1429,-50,-67,-72,-85,-75,0.33,4.04,8.69,26150,1536252086,4,4,train
1430,-60,-70,-72,-80,-76,1.03,4.49,7.21,26150,1536252087,4,4,test
1431,-70,-72,-69,-90,-80,-0.71,2.98,10.07,26150,1536252088,4,4,train
1432,-70,-79,-72,-89,-81,1.36,3.24,9.6,26150,1536252089,4,4,train
1433,-58,-77,-70,-90,-83,-0.24,4.53,8.85,26150,1536252091,4,0,train
1434,-65,-71,-72,-91,-72,-0.63,3.96,9.66,26150,1536252092,0,0,train
1435,-58,-77,-76,-85,-74,0.39,3.68,8.29,26150,1536252093,0,0,train
1436,-49,-75,-70,-83,-72,0.33,3.07,8.38,26150,1536252094,0,0,train
1437,-55,-66,-76,-85,-77,0.94,3.55,8.99,26150,1536252096,0,0,train
1438,-60,-73,-72,-82,-74,-0.11,3.42,9.78,26150,1536252097,0,0,train
1439,-56,-70,-74,-88,-83,-0.58,4.31,8.22,26150,1536252099,0,0,train
1440,-53,-82,-80,-91,-83,-1.71,4.85,9.56,26150,1536252100,0,0,train
1441,-64,-71,-79,-82,-74,0.32,4.04,9.35,26150,1536252101,0,0,train
1442,-59,-63,-71,-78,-74,-1.17,5.08,9.57,26150,1536252103,0,1,train
1443,-50,-64,-75,-82,-85,-1.45,4.77,7.81,26150,1536252104,1,1,train
1444,-51,-67,-73,-85,-85,-2.83,4.29,12.39,26150,1536252105,1,1,train
1445,-50,-73,-73,-79,-76,-0.43,5.44,8.49,26150,1536252106,1,1,train
1446,-53,-73,-73,-79,-76,-0.4,5.36,8.08,26150,1536252107,1,1,train
1447,-55,-61,-73,-87,-76,-0.1,3.56,6.78,26150,1536252108,1,1,train
1448,-55,-68,-61,-78,-77,1.49,4.48,10.73,26150,1536252110,1,1,train
1449,-71,-73,-57,-87,-84,0.63,2.93,10.86,26150,1536252112,1,2,train
1450,-77,-63,-59,-80,-83,1.05,3.61,8.59,26150,1536252113,2,2,test
1451,-77,-64,-63,-76,-76,0.04,3.21,8.68,26150,1536252114,2,2,train
1452,-76,-72,-75,-78,-78,0.64,3.04,7.59,26150,1536252115,2,2,train
1453,-77,-58,-71,-81,-86,-0.2,2.91,8.14,26150,1536252116,2,2,train
1454,-78,-61,-66,-88,-76,1.19,3.15,9.03,26150,1536252117,2,2,train
1455,-76,-75,-63,-82,-76,-0.14,3.46,9.22,26150,1536252118,2,2,train
1456,-77,-75,-72,-78,-80,0.6,3.84,8.93,26150,1536252119,2,2,train
1457,-76,-64,-72,-78,-85,-1.07,3.36,9.08,26150,1536252120,2,3,train
1458,-75,-61,-61,-78,-77,1.62,3.05,8.72,26150,1536252122,3,3,train
1459,-78,-63,-58,-77,-78,0.64,2.54,9.35,26150,1536252123,3,3,train
1460,-76,-72,-63,-90,-78,-0.52,2.96,9.64,26150,1536252124,3,3,train
1461,-75,-62,-63,-80,-78,0.04,2.38,8.45,26150,1536252126,3,3,train
1462,-80,-63,-68,-82,-77,0.61,3.36,9.37,26150,1536252127,3,3,train
1463,-80,-58,-73,-90,-77,1.45,2.11,9.14,26150,1536252128,3,3,train
1464,-77,-73,-63,-88,-86,0.66,3.35,7.97,26150,1536252130,3,3,train
1465,-75,-68,-60,-88,-76,0.31,2.94,10.38,26150,1536252132,3,7,train
1466,-69,-68,-67,-81,-93,0.26,2.78,8.99,26150,1536252133,7,7,train
1467,-70,-68,-71,-76,-79,0.06,1.26,10.87,26150,1536252134,7,7,train
1468,-67,-62,-68,-82,-81,0.4,2.61,9.44,26150,1536252135,7,7,train
1469,-67,-58,-75,-82,-76,0.86,2.67,8.82,26150,1536252136,7,7,train
1470,-91,-56,-77,-82,-89,0.2,2.48,10.5,26150,1536252137,7,7,test
1471,-81,-55,-75,-75,-77,1.15,2.71,8.79,26150,1536252139,7,7,train
1472,-80,-62,-59,-77,-87,-0.04,2.42,8.74,26150,1536252140,7,7,train
1473,-75,-54,-59,-75,-77,0.29,2.72,8.77,26150,1536252142,7,7,train
1474,-73,-52,-68,-75,-79,-0.3,2.75,9.86,26150,1536252143,7,7,train
1475,-75,-52,-74,-88,-71,1.07,2.68,9.64,26150,1536252144,7,7,train
1476,-78,-62,-74,-88,-76,0.63,2.04,9.66,26150,1536252145,7,7,train
1477,-87,-54,-74,-80,-76,0.56,2.52,7.4,26150,1536252146,7,7,train
1478,-72,-51,-58,-85,-76,1.36,3.3,9.17,26150,1536252147,7,7,train
1479,-72,-51,-58,-75,-76,0.03,1.71,10.96,26150,1536252148,7,7,train
1480,-73,-51,-58,-75,-85,-3.05,2.14,9.52,26150,1536252149,7,6,train
1481,-71,-52,-58,-80,-81,0.01,2.17,10.95,26150,1536252150,6,6,train
1482,-71,-52,-60,-70,-81,0.87,3.04,9.38,26150,1536252151,6,6,train
1483,-73,-55,-62,-74,-78,-0.79,2.48,9.66,26150,1536252152,6,6,train
1484,-74,-56,-79,-71,-91,0.09,2.42,10.62,26150,1536252154,6,6,train
1485,-71,-57,-68,-71,-76,-1.14,2.13,9.82,26150,1536252155,6,6,train
1486,-77,-61,-67,-82,-76,1.53,2.94,9.09,26150,1536252156,6,6,train
1487,-77,-68,-66,-82,-78,-1.04,2.67,9.86,26150,1536252157,6,6,train
1488,-73,-57,-73,-75,-79,-0.13,2.58,10.1,26150,1536252159,6,6,train
1489,-78,-63,-68,-76,-78,0.16,3.25,10.68,26150,1536252160,6,6,train
1490,-64,-63,-63,-76,-81,1.08,3.92,8.54,26150,1536252161,6,6,test
1491,-71,-72,-71,-78,-69,-0.58,3.38,9.35,26150,1536252162,6,6,train
1492,-74,-70,-59,-77,-74,1.39,3.25,8.22,26150,1536252163,6,6,train
1493,-75,-73,-63,-80,-75,0.56,2.63,9.96,26150,1536252164,6,6,train
1494,-67,-62,-67,-82,-75,0.85,2.97,9.43,26150,1536252166,6,6,train
1495,-65,-64,-73,-83,-70,0.59,3.87,9.76,26150,1536252167,6,6,train
1496,-65,-63,-86,-74,-76,-1.66,4.04,6.99,26150,1536252168,6,5,train
1497,-61,-64,-76,-81,-88,0.57,3.37,9.55,26150,1536252170,5,5,train
1498,-61,-60,-70,-82,-73,-0.47,3.47,9.15,26150,1536252171,5,5,train
1499,-66,-70,-74,-78,-72,1.51,3.02,10.31,26150,1536252172,5,5,train
1500,-70,-76,-74,-92,-74,-1.13,2.77,8.63,26150,1536252173,5,5,train
1501,-67,-72,-77,-83,-79,1.08,3.91,9.11,26150,1536252174,5,5,train
1502,-59,-72,-77,-83,-70,-2.79,2.57,9.43,26150,1536252175,5,4,train
1503,-76,-74,-62,-75,-70,-0.95,2.32,8.59,26150,1536252176,4,4,train
1504,-72,-73,-64,-78,-72,-2.13,2.48,9.04,26150,1536252179,4,8,train
1505,-70,-76,-74,-77,-60,-3.09,1.34,9.67,26150,1536252180,8,8,train
1506,-61,-75,-89,-74,-66,-0.13,2.08,9.44,26150,1536252180,8,8,train
1507,-65,-85,-82,-87,-60,-1.57,2.88,8.75,26150,1536252182,8,8,train
1508,-73,-93,-82,-76,-63,-2.58,2.95,9.15,26150,1536252182,8,9,train
